"Common_Name","phase","year","doy","id","Scientific_Names"
"yellow buckeye","Colored leaves",2015,248,85757,"Aesculus flava"
"yellow buckeye","Recent fruit or seed drop",2015,256,85757,"Aesculus flava"
"yellow buckeye","Recent fruit or seed drop",2015,279,85757,"Aesculus flava"
"yellow buckeye","Fruits",2015,154,85757,"Aesculus flava"
"yellow buckeye","Fruits",2015,256,85757,"Aesculus flava"
"yellow buckeye","Fruits",2015,298,85757,"Aesculus flava"
"yellow buckeye","Ripe fruits",2015,255,85758,"Aesculus flava"
"yellow buckeye","leaf drop",2015,240,85758,"Aesculus flava"
"yellow buckeye","leafout",2015,147,85758,"Aesculus flava"
"yellow buckeye","Colored leaves",2015,218,85758,"Aesculus flava"
"yellow buckeye","Colored leaves",2015,309,85758,"Aesculus flava"
"yellow buckeye","Recent fruit or seed drop",2015,255,85758,"Aesculus flava"
"yellow buckeye","Fruits",2015,147,85758,"Aesculus flava"
"yellow birch","budburst",2015,138,85759,"Betula alleghaniensis"
"yellow birch","budburst",2015,165,85759,"Betula alleghaniensis"
"yellow birch","budburst",2015,172,85759,"Betula alleghaniensis"
"yellow birch","budburst",2015,177,85759,"Betula alleghaniensis"
"yellow birch","budburst",2015,191,85759,"Betula alleghaniensis"
"yellow birch","budburst",2015,218,85759,"Betula alleghaniensis"
"yellow birch","budburst",2015,228,85759,"Betula alleghaniensis"
"yellow birch","budburst",2015,240,85759,"Betula alleghaniensis"
"yellow birch","budburst",2015,247,85759,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,228,85759,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,240,85759,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,317,85759,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,324,85759,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,330,85759,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,339,85759,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,360,85759,"Betula alleghaniensis"
"yellow birch","Increasing leaf size",2015,138,85759,"Betula alleghaniensis"
"yellow birch","Increasing leaf size",2015,194,85759,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,207,85759,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,218,85759,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,228,85759,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,240,85759,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,247,85759,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,250,85759,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,262,85759,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,270,85759,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,278,85759,"Betula alleghaniensis"
"yellow birch","leafout",2015,138,85759,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,207,85759,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,218,85759,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,250,85759,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,262,85759,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,270,85759,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,278,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,138,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,150,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,178,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,250,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,258,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,270,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,282,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,289,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,296,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,305,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,311,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,317,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,324,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,330,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,339,85759,"Betula alleghaniensis"
"yellow birch","flowers",2015,360,85759,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,138,85759,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,172,85759,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,178,85759,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,202,85759,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,172,85759,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,178,85759,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,202,85759,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,270,85759,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,317,85759,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,324,85759,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,330,85759,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,339,85759,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,360,85759,"Betula alleghaniensis"
"yellow birch","Fruits",2015,142,85759,"Betula alleghaniensis"
"yellow birch","Fruits",2015,172,85759,"Betula alleghaniensis"
"yellow birch","Fruits",2015,177,85759,"Betula alleghaniensis"
"yellow birch","Fruits",2015,182,85759,"Betula alleghaniensis"
"yellow birch","Fruits",2015,191,85759,"Betula alleghaniensis"
"yellow birch","Fruits",2015,243,85759,"Betula alleghaniensis"
"yellow birch","Fruits",2015,249,85759,"Betula alleghaniensis"
"yellow birch","Fruits",2015,317,85759,"Betula alleghaniensis"
"yellow birch","Fruits",2015,324,85759,"Betula alleghaniensis"
"yellow birch","Fruits",2015,330,85759,"Betula alleghaniensis"
"yellow birch","Fruits",2015,339,85759,"Betula alleghaniensis"
"yellow birch","Fruits",2015,360,85759,"Betula alleghaniensis"
"yellow birch","budburst",2015,138,85761,"Betula alleghaniensis"
"yellow birch","budburst",2015,142,85761,"Betula alleghaniensis"
"yellow birch","budburst",2015,177,85761,"Betula alleghaniensis"
"yellow birch","budburst",2015,191,85761,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,243,85761,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,264,85761,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,284,85761,"Betula alleghaniensis"
"yellow birch","Increasing leaf size",2015,138,85761,"Betula alleghaniensis"
"yellow birch","Increasing leaf size",2015,194,85761,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,250,85761,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,270,85761,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,284,85761,"Betula alleghaniensis"
"yellow birch","leafout",2015,138,85761,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,249,85761,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,270,85761,"Betula alleghaniensis"
"yellow birch","flowers",2015,139,85761,"Betula alleghaniensis"
"yellow birch","flowers",2015,150,85761,"Betula alleghaniensis"
"yellow birch","flowers",2015,181,85761,"Betula alleghaniensis"
"yellow birch","flowers",2015,250,85761,"Betula alleghaniensis"
"yellow birch","flowers",2015,258,85761,"Betula alleghaniensis"
"yellow birch","flowers",2015,270,85761,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,158,85761,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,187,85761,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,202,85761,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,202,85761,"Betula alleghaniensis"
"yellow birch","Fruits",2015,187,85761,"Betula alleghaniensis"
"yellow birch","Fruits",2015,202,85761,"Betula alleghaniensis"
"yellow birch","Fruits",2015,264,85761,"Betula alleghaniensis"
"yellow birch","Fruits",2015,271,85761,"Betula alleghaniensis"
"yellow birch","budburst",2015,138,85762,"Betula alleghaniensis"
"yellow birch","budburst",2015,172,85762,"Betula alleghaniensis"
"yellow birch","budburst",2015,177,85762,"Betula alleghaniensis"
"yellow birch","budburst",2015,191,85762,"Betula alleghaniensis"
"yellow birch","budburst",2015,218,85762,"Betula alleghaniensis"
"yellow birch","budburst",2015,228,85762,"Betula alleghaniensis"
"yellow birch","budburst",2015,240,85762,"Betula alleghaniensis"
"yellow birch","budburst",2015,247,85762,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,240,85762,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,317,85762,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,324,85762,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,330,85762,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,339,85762,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,360,85762,"Betula alleghaniensis"
"yellow birch","Increasing leaf size",2015,138,85762,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,207,85762,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,240,85762,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,247,85762,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,250,85762,"Betula alleghaniensis"
"yellow birch","leafout",2015,138,85762,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,207,85762,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,240,85762,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,247,85762,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,250,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,138,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,150,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,178,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,250,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,270,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,282,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,289,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,296,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,305,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,311,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,317,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,324,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,330,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,339,85762,"Betula alleghaniensis"
"yellow birch","flowers",2015,360,85762,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,138,85762,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,150,85762,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,164,85762,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,178,85762,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,187,85762,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,202,85762,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,138,85762,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,165,85762,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,178,85762,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,202,85762,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,262,85762,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,317,85762,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,324,85762,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,330,85762,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,339,85762,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,360,85762,"Betula alleghaniensis"
"yellow birch","Fruits",2015,142,85762,"Betula alleghaniensis"
"yellow birch","Fruits",2015,177,85762,"Betula alleghaniensis"
"yellow birch","Fruits",2015,187,85762,"Betula alleghaniensis"
"yellow birch","Fruits",2015,317,85762,"Betula alleghaniensis"
"yellow birch","Fruits",2015,324,85762,"Betula alleghaniensis"
"yellow birch","Fruits",2015,330,85762,"Betula alleghaniensis"
"yellow birch","Fruits",2015,339,85762,"Betula alleghaniensis"
"yellow birch","Fruits",2015,360,85762,"Betula alleghaniensis"
"yellow birch","budburst",2015,138,85763,"Betula alleghaniensis"
"yellow birch","budburst",2015,172,85763,"Betula alleghaniensis"
"yellow birch","budburst",2015,177,85763,"Betula alleghaniensis"
"yellow birch","budburst",2015,191,85763,"Betula alleghaniensis"
"yellow birch","budburst",2015,218,85763,"Betula alleghaniensis"
"yellow birch","budburst",2015,228,85763,"Betula alleghaniensis"
"yellow birch","budburst",2015,240,85763,"Betula alleghaniensis"
"yellow birch","budburst",2015,247,85763,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,247,85763,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,254,85763,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,262,85763,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,282,85763,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,317,85763,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,324,85763,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,330,85763,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,339,85763,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,360,85763,"Betula alleghaniensis"
"yellow birch","Increasing leaf size",2015,138,85763,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,258,85763,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,270,85763,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,282,85763,"Betula alleghaniensis"
"yellow birch","leafout",2015,138,85763,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,240,85763,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,254,85763,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,262,85763,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,270,85763,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,282,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,138,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,167,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,178,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,250,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,270,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,282,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,289,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,296,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,305,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,311,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,317,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,324,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,330,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,339,85763,"Betula alleghaniensis"
"yellow birch","flowers",2015,360,85763,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,138,85763,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,167,85763,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,202,85763,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,202,85763,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,289,85763,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,317,85763,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,324,85763,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,330,85763,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,339,85763,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,360,85763,"Betula alleghaniensis"
"yellow birch","Fruits",2015,182,85763,"Betula alleghaniensis"
"yellow birch","Fruits",2015,194,85763,"Betula alleghaniensis"
"yellow birch","Fruits",2015,243,85763,"Betula alleghaniensis"
"yellow birch","Fruits",2015,249,85763,"Betula alleghaniensis"
"yellow birch","Fruits",2015,262,85763,"Betula alleghaniensis"
"yellow birch","Fruits",2015,317,85763,"Betula alleghaniensis"
"yellow birch","Fruits",2015,324,85763,"Betula alleghaniensis"
"yellow birch","Fruits",2015,330,85763,"Betula alleghaniensis"
"yellow birch","Fruits",2015,339,85763,"Betula alleghaniensis"
"yellow birch","Fruits",2015,360,85763,"Betula alleghaniensis"
"yellow birch","budburst",2015,138,85764,"Betula alleghaniensis"
"yellow birch","budburst",2015,165,85764,"Betula alleghaniensis"
"yellow birch","budburst",2015,177,85764,"Betula alleghaniensis"
"yellow birch","budburst",2015,191,85764,"Betula alleghaniensis"
"yellow birch","budburst",2015,218,85764,"Betula alleghaniensis"
"yellow birch","budburst",2015,228,85764,"Betula alleghaniensis"
"yellow birch","budburst",2015,240,85764,"Betula alleghaniensis"
"yellow birch","budburst",2015,247,85764,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,228,85764,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,330,85764,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,339,85764,"Betula alleghaniensis"
"yellow birch","Ripe fruits",2015,360,85764,"Betula alleghaniensis"
"yellow birch","Increasing leaf size",2015,138,85764,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,207,85764,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,218,85764,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,228,85764,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,240,85764,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,247,85764,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,250,85764,"Betula alleghaniensis"
"yellow birch","leaf drop",2015,270,85764,"Betula alleghaniensis"
"yellow birch","leafout",2015,138,85764,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,207,85764,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,218,85764,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,228,85764,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,240,85764,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,247,85764,"Betula alleghaniensis"
"yellow birch","Colored leaves",2015,270,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,138,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,178,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,250,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,270,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,282,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,289,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,296,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,305,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,311,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,317,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,324,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,330,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,339,85764,"Betula alleghaniensis"
"yellow birch","flowers",2015,360,85764,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,138,85764,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,178,85764,"Betula alleghaniensis"
"yellow birch","Open flowers",2015,202,85764,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,138,85764,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,158,85764,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,165,85764,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,178,85764,"Betula alleghaniensis"
"yellow birch","Pollen release (flowers)",2015,202,85764,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,262,85764,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,330,85764,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,339,85764,"Betula alleghaniensis"
"yellow birch","Recent fruit or seed drop",2015,360,85764,"Betula alleghaniensis"
"yellow birch","Fruits",2015,173,85764,"Betula alleghaniensis"
"yellow birch","Fruits",2015,191,85764,"Betula alleghaniensis"
"yellow birch","Fruits",2015,317,85764,"Betula alleghaniensis"
"yellow birch","Fruits",2015,324,85764,"Betula alleghaniensis"
"yellow birch","Fruits",2015,330,85764,"Betula alleghaniensis"
"yellow birch","Fruits",2015,339,85764,"Betula alleghaniensis"
"yellow birch","Fruits",2015,360,85764,"Betula alleghaniensis"
"river birch","budburst",2015,138,86258,"Betula nigra"
"river birch","budburst",2015,165,86258,"Betula nigra"
"river birch","budburst",2015,172,86258,"Betula nigra"
"river birch","budburst",2015,177,86258,"Betula nigra"
"river birch","budburst",2015,191,86258,"Betula nigra"
"river birch","budburst",2015,207,86258,"Betula nigra"
"river birch","budburst",2015,218,86258,"Betula nigra"
"river birch","budburst",2015,228,86258,"Betula nigra"
"river birch","budburst",2015,240,86258,"Betula nigra"
"river birch","budburst",2015,247,86258,"Betula nigra"
"river birch","Increasing leaf size",2015,138,86258,"Betula nigra"
"river birch","Increasing leaf size",2015,150,86258,"Betula nigra"
"river birch","leaf drop",2015,202,86258,"Betula nigra"
"river birch","leaf drop",2015,218,86258,"Betula nigra"
"river birch","leaf drop",2015,228,86258,"Betula nigra"
"river birch","leaf drop",2015,247,86258,"Betula nigra"
"river birch","leaf drop",2015,254,86258,"Betula nigra"
"river birch","leaf drop",2015,262,86258,"Betula nigra"
"river birch","leaf drop",2015,270,86258,"Betula nigra"
"river birch","leaf drop",2015,282,86258,"Betula nigra"
"river birch","leafout",2015,138,86258,"Betula nigra"
"river birch","Colored leaves",2015,202,86258,"Betula nigra"
"river birch","Colored leaves",2015,218,86258,"Betula nigra"
"river birch","Colored leaves",2015,247,86258,"Betula nigra"
"river birch","Colored leaves",2015,254,86258,"Betula nigra"
"river birch","Colored leaves",2015,262,86258,"Betula nigra"
"river birch","Colored leaves",2015,270,86258,"Betula nigra"
"river birch","Colored leaves",2015,282,86258,"Betula nigra"
"river birch","flowers",2015,138,86258,"Betula nigra"
"river birch","flowers",2015,150,86258,"Betula nigra"
"river birch","flowers",2015,172,86258,"Betula nigra"
"river birch","flowers",2015,181,86258,"Betula nigra"
"river birch","flowers",2015,247,86258,"Betula nigra"
"river birch","flowers",2015,254,86258,"Betula nigra"
"river birch","flowers",2015,258,86258,"Betula nigra"
"river birch","flowers",2015,270,86258,"Betula nigra"
"river birch","flowers",2015,282,86258,"Betula nigra"
"river birch","flowers",2015,288,86258,"Betula nigra"
"river birch","flowers",2015,296,86258,"Betula nigra"
"river birch","flowers",2015,305,86258,"Betula nigra"
"river birch","flowers",2015,311,86258,"Betula nigra"
"river birch","flowers",2015,317,86258,"Betula nigra"
"river birch","flowers",2015,324,86258,"Betula nigra"
"river birch","flowers",2015,330,86258,"Betula nigra"
"river birch","flowers",2015,339,86258,"Betula nigra"
"river birch","flowers",2015,360,86258,"Betula nigra"
"river birch","Open flowers",2015,138,86258,"Betula nigra"
"river birch","Open flowers",2015,158,86258,"Betula nigra"
"river birch","Open flowers",2015,191,86258,"Betula nigra"
"river birch","Fruits",2015,150,86258,"Betula nigra"
"river birch","budburst",2015,138,86259,"Betula nigra"
"river birch","budburst",2015,165,86259,"Betula nigra"
"river birch","budburst",2015,172,86259,"Betula nigra"
"river birch","budburst",2015,177,86259,"Betula nigra"
"river birch","budburst",2015,182,86259,"Betula nigra"
"river birch","budburst",2015,191,86259,"Betula nigra"
"river birch","budburst",2015,207,86259,"Betula nigra"
"river birch","budburst",2015,218,86259,"Betula nigra"
"river birch","budburst",2015,228,86259,"Betula nigra"
"river birch","budburst",2015,240,86259,"Betula nigra"
"river birch","budburst",2015,247,86259,"Betula nigra"
"river birch","budburst",2015,358,86259,"Betula nigra"
"river birch","Ripe fruits",2015,167,86259,"Betula nigra"
"river birch","Increasing leaf size",2015,138,86259,"Betula nigra"
"river birch","leaf drop",2015,202,86259,"Betula nigra"
"river birch","leaf drop",2015,218,86259,"Betula nigra"
"river birch","leaf drop",2015,228,86259,"Betula nigra"
"river birch","leaf drop",2015,240,86259,"Betula nigra"
"river birch","leaf drop",2015,247,86259,"Betula nigra"
"river birch","leaf drop",2015,254,86259,"Betula nigra"
"river birch","leaf drop",2015,258,86259,"Betula nigra"
"river birch","leaf drop",2015,270,86259,"Betula nigra"
"river birch","leafout",2015,138,86259,"Betula nigra"
"river birch","Colored leaves",2015,177,86259,"Betula nigra"
"river birch","Colored leaves",2015,202,86259,"Betula nigra"
"river birch","Colored leaves",2015,218,86259,"Betula nigra"
"river birch","Colored leaves",2015,240,86259,"Betula nigra"
"river birch","Colored leaves",2015,247,86259,"Betula nigra"
"river birch","Colored leaves",2015,254,86259,"Betula nigra"
"river birch","Colored leaves",2015,258,86259,"Betula nigra"
"river birch","Colored leaves",2015,270,86259,"Betula nigra"
"river birch","flowers",2015,138,86259,"Betula nigra"
"river birch","flowers",2015,150,86259,"Betula nigra"
"river birch","flowers",2015,182,86259,"Betula nigra"
"river birch","flowers",2015,191,86259,"Betula nigra"
"river birch","flowers",2015,228,86259,"Betula nigra"
"river birch","flowers",2015,240,86259,"Betula nigra"
"river birch","flowers",2015,247,86259,"Betula nigra"
"river birch","flowers",2015,254,86259,"Betula nigra"
"river birch","flowers",2015,258,86259,"Betula nigra"
"river birch","flowers",2015,270,86259,"Betula nigra"
"river birch","flowers",2015,282,86259,"Betula nigra"
"river birch","flowers",2015,289,86259,"Betula nigra"
"river birch","flowers",2015,296,86259,"Betula nigra"
"river birch","flowers",2015,305,86259,"Betula nigra"
"river birch","flowers",2015,311,86259,"Betula nigra"
