"Species_ID","Genus","Species","Common_Name","Individual_ID","Phenophase_ID","Phenophase_Description","First_Yes_DOY","Scientific_Names","indiv_obs#","spp_obs#","pheno_obs#","Plant_Nickname","Plant_ID","Species_Nickname","Latitude","Longitude","DBH(cm)","Route_Name"
97,"Betula","alleghaniensis","yellow birch",85759,500,"Flowers or flower buds",178,"Betula alleghaniensis",149,598,436,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,500,"Flowers or flower buds",339,"Betula alleghaniensis",149,598,436,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,504,"Recent fruit or seed drop",339,"Betula alleghaniensis",149,598,271,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,516,"Fruits",191,"Betula alleghaniensis",149,598,529,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,516,"Fruits",249,"Betula alleghaniensis",149,598,529,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85759,516,"Fruits",339,"Betula alleghaniensis",149,598,529,"12843*A, Tree 6","12843*A","Tree 6",42.3020682,-71.12386246,73.8,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,390,"Ripe fruits",243,"Betula alleghaniensis",102,598,274,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,390,"Ripe fruits",284,"Betula alleghaniensis",102,598,274,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,471,"Falling leaves",284,"Betula alleghaniensis",102,598,428,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,498,"Colored leaves",270,"Betula alleghaniensis",102,598,440,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,500,"Flowers or flower buds",150,"Betula alleghaniensis",102,598,436,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,500,"Flowers or flower buds",181,"Betula alleghaniensis",102,598,436,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,516,"Fruits",202,"Betula alleghaniensis",102,598,529,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85761,516,"Fruits",271,"Betula alleghaniensis",102,598,529,"12843*D, Tree 7","12843*D","Tree 7",42.30204101,-71.12388059,70.9,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,390,"Ripe fruits",240,"Betula alleghaniensis",132,598,274,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,390,"Ripe fruits",339,"Betula alleghaniensis",132,598,274,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,471,"Falling leaves",250,"Betula alleghaniensis",132,598,428,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,498,"Colored leaves",250,"Betula alleghaniensis",132,598,440,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,500,"Flowers or flower buds",150,"Betula alleghaniensis",132,598,436,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,500,"Flowers or flower buds",178,"Betula alleghaniensis",132,598,436,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,500,"Flowers or flower buds",250,"Betula alleghaniensis",132,598,436,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,500,"Flowers or flower buds",339,"Betula alleghaniensis",132,598,436,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,501,"Open flowers",164,"Betula alleghaniensis",132,598,265,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,504,"Recent fruit or seed drop",262,"Betula alleghaniensis",132,598,271,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,504,"Recent fruit or seed drop",339,"Betula alleghaniensis",132,598,271,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,516,"Fruits",187,"Betula alleghaniensis",132,598,529,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85762,516,"Fruits",339,"Betula alleghaniensis",132,598,529,"12843*E, Tree 9","12843*E","Tree 9",42.30194578,-71.12374252,56.2,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,390,"Ripe fruits",282,"Betula alleghaniensis",97,598,274,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,390,"Ripe fruits",339,"Betula alleghaniensis",97,598,274,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,471,"Falling leaves",282,"Betula alleghaniensis",97,598,428,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,498,"Colored leaves",282,"Betula alleghaniensis",97,598,440,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,500,"Flowers or flower buds",167,"Betula alleghaniensis",97,598,436,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,500,"Flowers or flower buds",178,"Betula alleghaniensis",97,598,436,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,500,"Flowers or flower buds",250,"Betula alleghaniensis",97,598,436,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,500,"Flowers or flower buds",339,"Betula alleghaniensis",97,598,436,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,501,"Open flowers",167,"Betula alleghaniensis",97,598,265,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,504,"Recent fruit or seed drop",339,"Betula alleghaniensis",97,598,271,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,516,"Fruits",194,"Betula alleghaniensis",97,598,529,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,516,"Fruits",249,"Betula alleghaniensis",97,598,529,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,516,"Fruits",262,"Betula alleghaniensis",97,598,529,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85763,516,"Fruits",339,"Betula alleghaniensis",97,598,529,"12843*H, Tree 8","12843*H","Tree 8",42.30199149,-71.12371027,64.6,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85764,390,"Ripe fruits",228,"Betula alleghaniensis",118,598,274,"629-83*D, Tree 10","629-83*D","Tree 10",42.30183747,-71.12308955,36.5,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85764,390,"Ripe fruits",339,"Betula alleghaniensis",118,598,274,"629-83*D, Tree 10","629-83*D","Tree 10",42.30183747,-71.12308955,36.5,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85764,471,"Falling leaves",250,"Betula alleghaniensis",118,598,428,"629-83*D, Tree 10","629-83*D","Tree 10",42.30183747,-71.12308955,36.5,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85764,471,"Falling leaves",270,"Betula alleghaniensis",118,598,428,"629-83*D, Tree 10","629-83*D","Tree 10",42.30183747,-71.12308955,36.5,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85764,498,"Colored leaves",247,"Betula alleghaniensis",118,598,440,"629-83*D, Tree 10","629-83*D","Tree 10",42.30183747,-71.12308955,36.5,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85764,498,"Colored leaves",270,"Betula alleghaniensis",118,598,440,"629-83*D, Tree 10","629-83*D","Tree 10",42.30183747,-71.12308955,36.5,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85764,500,"Flowers or flower buds",178,"Betula alleghaniensis",118,598,436,"629-83*D, Tree 10","629-83*D","Tree 10",42.30183747,-71.12308955,36.5,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85764,500,"Flowers or flower buds",250,"Betula alleghaniensis",118,598,436,"629-83*D, Tree 10","629-83*D","Tree 10",42.30183747,-71.12308955,36.5,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85764,500,"Flowers or flower buds",339,"Betula alleghaniensis",118,598,436,"629-83*D, Tree 10","629-83*D","Tree 10",42.30183747,-71.12308955,36.5,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85764,504,"Recent fruit or seed drop",262,"Betula alleghaniensis",118,598,271,"629-83*D, Tree 10","629-83*D","Tree 10",42.30183747,-71.12308955,36.5,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85764,504,"Recent fruit or seed drop",339,"Betula alleghaniensis",118,598,271,"629-83*D, Tree 10","629-83*D","Tree 10",42.30183747,-71.12308955,36.5,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85764,516,"Fruits",191,"Betula alleghaniensis",118,598,529,"629-83*D, Tree 10","629-83*D","Tree 10",42.30183747,-71.12308955,36.5,"Birch Route"
97,"Betula","alleghaniensis","yellow birch",85764,516,"Fruits",339,"Betula alleghaniensis",118,598,529,"629-83*D, Tree 10","629-83*D","Tree 10",42.30183747,-71.12308955,36.5,"Birch Route"
1339,"Betula","nigra","river birch",86258,471,"Falling leaves",282,"Betula nigra",79,510,428,"1199*D, Tree 5","1199*D","Tree 5",42.30215088,-71.12401559,68,"Birch Route"
1339,"Betula","nigra","river birch",86258,498,"Colored leaves",282,"Betula nigra",79,510,440,"1199*D, Tree 5","1199*D","Tree 5",42.30215088,-71.12401559,68,"Birch Route"
1339,"Betula","nigra","river birch",86258,500,"Flowers or flower buds",339,"Betula nigra",79,510,436,"1199*D, Tree 5","1199*D","Tree 5",42.30215088,-71.12401559,68,"Birch Route"
1339,"Betula","nigra","river birch",86259,471,"Falling leaves",270,"Betula nigra",121,510,428,"1251-79*A, Tree 3","1251-79*A","Tree 3",42.30223154,-71.12410601,78,"Birch Route"
1339,"Betula","nigra","river birch",86259,498,"Colored leaves",218,"Betula nigra",121,510,440,"1251-79*A, Tree 3","1251-79*A","Tree 3",42.30223154,-71.12410601,78,"Birch Route"
1339,"Betula","nigra","river birch",86259,498,"Colored leaves",270,"Betula nigra",121,510,440,"1251-79*A, Tree 3","1251-79*A","Tree 3",42.30223154,-71.12410601,78,"Birch Route"
1339,"Betula","nigra","river birch",86259,500,"Flowers or flower buds",150,"Betula nigra",121,510,436,"1251-79*A, Tree 3","1251-79*A","Tree 3",42.30223154,-71.12410601,78,"Birch Route"
1339,"Betula","nigra","river birch",86259,500,"Flowers or flower buds",339,"Betula nigra",121,510,436,"1251-79*A, Tree 3","1251-79*A","Tree 3",42.30223154,-71.12410601,78,"Birch Route"
1339,"Betula","nigra","river birch",86259,504,"Recent fruit or seed drop",164,"Betula nigra",121,510,271,"1251-79*A, Tree 3","1251-79*A","Tree 3",42.30223154,-71.12410601,78,"Birch Route"
1339,"Betula","nigra","river birch",86260,371,"Breaking leaf buds",142,"Betula nigra",136,510,419,"1251-79*B, Tree 2","1251-79*B","Tree 2",42.30228781,-71.12445659,70.8,"Birch Route"
1339,"Betula","nigra","river birch",86260,471,"Falling leaves",240,"Betula nigra",136,510,428,"1251-79*B, Tree 2","1251-79*B","Tree 2",42.30228781,-71.12445659,70.8,"Birch Route"
1339,"Betula","nigra","river birch",86260,471,"Falling leaves",254,"Betula nigra",136,510,428,"1251-79*B, Tree 2","1251-79*B","Tree 2",42.30228781,-71.12445659,70.8,"Birch Route"
1339,"Betula","nigra","river birch",86260,483,"Leaves",313,"Betula nigra",136,510,592,"1251-79*B, Tree 2","1251-79*B","Tree 2",42.30228781,-71.12445659,70.8,"Birch Route"
1339,"Betula","nigra","river birch",86260,498,"Colored leaves",218,"Betula nigra",136,510,440,"1251-79*B, Tree 2","1251-79*B","Tree 2",42.30228781,-71.12445659,70.8,"Birch Route"
1339,"Betula","nigra","river birch",86260,498,"Colored leaves",240,"Betula nigra",136,510,440,"1251-79*B, Tree 2","1251-79*B","Tree 2",42.30228781,-71.12445659,70.8,"Birch Route"
1339,"Betula","nigra","river birch",86260,498,"Colored leaves",254,"Betula nigra",136,510,440,"1251-79*B, Tree 2","1251-79*B","Tree 2",42.30228781,-71.12445659,70.8,"Birch Route"
1339,"Betula","nigra","river birch",86260,500,"Flowers or flower buds",150,"Betula nigra",136,510,436,"1251-79*B, Tree 2","1251-79*B","Tree 2",42.30228781,-71.12445659,70.8,"Birch Route"
1339,"Betula","nigra","river birch",86260,500,"Flowers or flower buds",339,"Betula nigra",136,510,436,"1251-79*B, Tree 2","1251-79*B","Tree 2",42.30228781,-71.12445659,70.8,"Birch Route"
1339,"Betula","nigra","river birch",86260,504,"Recent fruit or seed drop",158,"Betula nigra",136,510,271,"1251-79*B, Tree 2","1251-79*B","Tree 2",42.30228781,-71.12445659,70.8,"Birch Route"
1339,"Betula","nigra","river birch",86261,471,"Falling leaves",270,"Betula nigra",83,510,428,"1199*J, Tree 1","1199*J","Tree 1",42.30252077,-71.12397574,87.5,"Birch Route"
1339,"Betula","nigra","river birch",86261,498,"Colored leaves",250,"Betula nigra",83,510,440,"1199*J, Tree 1","1199*J","Tree 1",42.30252077,-71.12397574,87.5,"Birch Route"
1339,"Betula","nigra","river birch",86261,498,"Colored leaves",270,"Betula nigra",83,510,440,"1199*J, Tree 1","1199*J","Tree 1",42.30252077,-71.12397574,87.5,"Birch Route"
1339,"Betula","nigra","river birch",86261,500,"Flowers or flower buds",150,"Betula nigra",83,510,436,"1199*J, Tree 1","1199*J","Tree 1",42.30252077,-71.12397574,87.5,"Birch Route"
1339,"Betula","nigra","river birch",86261,501,"Open flowers",158,"Betula nigra",83,510,265,"1199*J, Tree 1","1199*J","Tree 1",42.30252077,-71.12397574,87.5,"Birch Route"
67,"Carya","glabra","pignut hickory",86265,516,"Fruits",161,"Carya glabra",60,286,529,"2019*S, Tree 9","2019*S","Tree 9",42.29994973,-71.12573747,64.5,"Hickory Route"
68,"Carya","ovata","shagbark hickory",86268,516,"Fruits",161,"Carya ovata",70,354,529,"12907*B, Tree 3","12907*B","Tree 3",42.30172976,-71.12580046,54.2,"Hickory Route"
68,"Carya","ovata","shagbark hickory",86270,516,"Fruits",169,"Carya ovata",82,354,529,"12907*G, Tree 2","12907*G","Tree 2",42.30181554,-71.1256858,57.7,"Hickory Route"
68,"Carya","ovata","shagbark hickory",86271,504,"Recent fruit or seed drop",280,"Carya ovata",61,354,271,"12907*I, Tree 1","12907*I","Tree 1",42.30185516,-71.12559225,49.1,"Hickory Route"
68,"Carya","ovata","shagbark hickory",86271,516,"Fruits",161,"Carya ovata",61,354,529,"12907*I, Tree 1","12907*I","Tree 1",42.30185516,-71.12559225,49.1,"Hickory Route"
68,"Carya","ovata","shagbark hickory",86272,516,"Fruits",161,"Carya ovata",77,354,529,"12907*N, Tree 5","12907*N","Tree 5",42.30163563,-71.12561522,58.8,"Hickory Route"
976,"Populus","deltoides","eastern cottonwood",86278,471,"Falling leaves",256,"Populus deltoides",53,266,428,"16611*F, Tree 2","16611*F","Tree 2",42.29432229,-71.12466088,91.4,"Peters Hill Route"
976,"Populus","deltoides","eastern cottonwood",86280,498,"Colored leaves",249,"Populus deltoides",54,266,440,"16611*K, Tree 4","16611*K","Tree 4",42.29404926,-71.12460511,78.8,"Peters Hill Route"
93,"Tilia","americana","American basswood",86289,471,"Falling leaves",256,"Tilia americana",86,379,428,"1323-82*A, Tree 1","1323-82*A","Tree 1",42.29514117,-71.12601307,83.6,"Peters Hill Route"
93,"Tilia","americana","American basswood",86289,498,"Colored leaves",256,"Tilia americana",86,379,440,"1323-82*A, Tree 1","1323-82*A","Tree 1",42.29514117,-71.12601307,83.6,"Peters Hill Route"
93,"Tilia","americana","American basswood",86289,500,"Flowers or flower buds",154,"Tilia americana",86,379,436,"1323-82*A, Tree 1","1323-82*A","Tree 1",42.29514117,-71.12601307,83.6,"Peters Hill Route"
93,"Tilia","americana","American basswood",86290,471,"Falling leaves",255,"Tilia americana",74,379,428,"19804*A, Tree 2","19804*A","Tree 2",42.30440147,-71.12199832,80.5,"Linden North Woods Route"
93,"Tilia","americana","American basswood",86290,498,"Colored leaves",255,"Tilia americana",74,379,440,"19804*A, Tree 2","19804*A","Tree 2",42.30440147,-71.12199832,80.5,"Linden North Woods Route"
1339,"Betula","nigra","river birch",87754,471,"Falling leaves",240,"Betula nigra",91,510,428,"1251-79*E, Tree 4","1251-79*E","Tree 4",42.3022236,-71.12398789,70,"Birch Route"
1339,"Betula","nigra","river birch",87754,471,"Falling leaves",278,"Betula nigra",91,510,428,"1251-79*E, Tree 4","1251-79*E","Tree 4",42.3022236,-71.12398789,70,"Birch Route"
1339,"Betula","nigra","river birch",87754,498,"Colored leaves",218,"Betula nigra",91,510,440,"1251-79*E, Tree 4","1251-79*E","Tree 4",42.3022236,-71.12398789,70,"Birch Route"
1339,"Betula","nigra","river birch",87754,498,"Colored leaves",240,"Betula nigra",91,510,440,"1251-79*E, Tree 4","1251-79*E","Tree 4",42.3022236,-71.12398789,70,"Birch Route"
1339,"Betula","nigra","river birch",87754,498,"Colored leaves",278,"Betula nigra",91,510,440,"1251-79*E, Tree 4","1251-79*E","Tree 4",42.3022236,-71.12398789,70,"Birch Route"
1339,"Betula","nigra","river birch",87754,500,"Flowers or flower buds",150,"Betula nigra",91,510,436,"1251-79*E, Tree 4","1251-79*E","Tree 4",42.3022236,-71.12398789,70,"Birch Route"
1339,"Betula","nigra","river birch",87754,500,"Flowers or flower buds",339,"Betula nigra",91,510,436,"1251-79*E, Tree 4","1251-79*E","Tree 4",42.3022236,-71.12398789,70,"Birch Route"
1339,"Betula","nigra","river birch",87754,504,"Recent fruit or seed drop",164,"Betula nigra",91,510,271,"1251-79*E, Tree 4","1251-79*E","Tree 4",42.3022236,-71.12398789,70,"Birch Route"
93,"Tilia","americana","American basswood",87762,471,"Falling leaves",255,"Tilia americana",74,379,428,"7141*A, Tree 3","7141*A","Tree 3",42.30415322,-71.12252621,58.9,"Linden North Woods Route"
93,"Tilia","americana","American basswood",87762,498,"Colored leaves",255,"Tilia americana",74,379,440,"7141*A, Tree 3","7141*A","Tree 3",42.30415322,-71.12252621,58.9,"Linden North Woods Route"
93,"Tilia","americana","American basswood",87763,471,"Falling leaves",255,"Tilia americana",69,379,428,"17527*D, Tree 1","17527*D","Tree 1",42.3051232,-71.12189286,68.1,"Linden North Woods Route"
93,"Tilia","americana","American basswood",87763,498,"Colored leaves",230,"Tilia americana",69,379,440,"17527*D, Tree 1","17527*D","Tree 1",42.3051232,-71.12189286,68.1,"Linden North Woods Route"
61,"Acer","saccharum","sugar maple",92203,471,"Falling leaves",287,"Acer saccharum",44,288,428,"187-2006*B, Tree 1","187-2006*B","Tree 1",42.30431226,-71.12006593,21.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92203,498,"Colored leaves",280,"Acer saccharum",44,288,440,"187-2006*B, Tree 1","187-2006*B","Tree 1",42.30431226,-71.12006593,21.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,471,"Falling leaves",280,"Acer saccharum",97,288,428,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92204,498,"Colored leaves",280,"Acer saccharum",97,288,440,"22834*B, Tree 2","22834*B","Tree 2",42.3040241,-71.12065871,81.9,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,471,"Falling leaves",280,"Acer saccharum",52,288,428,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92206,498,"Colored leaves",280,"Acer saccharum",52,288,440,"20645*A, Tree 3","20645*A","Tree 3",42.30370116,-71.12007443,85.7,"Maple Route"
61,"Acer","saccharum","sugar maple",92208,471,"Falling leaves",280,"Acer saccharum",40,288,428,"12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route"
61,"Acer","saccharum","sugar maple",92208,498,"Colored leaves",280,"Acer saccharum",40,288,440,"12565*C, Tree 4","12565*C","Tree 4",42.30346585,-71.12008242,97.6,"Maple Route"
1172,"Aesculus","flava","yellow buckeye",85751,371,"Breaking leaf buds",105,"Aesculus flava",59,297,419,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85751,390,"Ripe fruits",274,"Aesculus flava",59,297,274,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85751,467,"Increasing leaf size",113,"Aesculus flava",59,297,441,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85751,471,"Falling leaves",282,"Aesculus flava",59,297,428,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85751,483,"Leaves",108,"Aesculus flava",59,297,592,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85751,498,"Colored leaves",274,"Aesculus flava",59,297,440,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85751,500,"Flowers or flower buds",110,"Aesculus flava",59,297,436,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85751,500,"Flowers or flower buds",122,"Aesculus flava",59,297,436,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
1172,"Aesculus","flava","yellow buckeye",85751,501,"Open flowers",130,"Aesculus flava",59,297,265,"12651*C, Tree 7","12651*C","Tree 7",42.30355576,-71.1212595,35.3,"Linden North Woods Route"
