"common_name","year","phase","tree_id","doy_mean","doy_median","obs_number","first_doy","last_doy","maximn_range","interquartile_range"
"red maple",2020,"Pollen release (flowers)",166764,96.5,96.5,4,92,101,9,3
"red maple",2020,"Pollen release (flowers)",166765,87.6666666666667,89,6,75,101,26,20
"red maple",2020,"Pollen release (flowers)",166766,82,82,1,82,82,0,0
"red maple",2020,"Pollen release (flowers)",166767,82,82,1,82,82,0,0
"red maple",2020,"Recent fruit or seed drop",166763,154.8,155,5,148,163,15,4
"red maple",2020,"Recent fruit or seed drop",166767,163,163,1,163,163,0,0
"red maple",2020,"Ripe fruits",166763,149,152,5,139,156,17,12
"red maple",2020,"Ripe fruits",166764,114,114,1,114,114,0,0
"river birch",2016,"budburst",86258,127.818181818182,127,22,114,154,40,12.75
"river birch",2016,"budburst",86259,149.431818181818,132.5,44,112,246,134,58
"river birch",2016,"budburst",86260,146.22641509434,132,53,111,210,99,58
"river birch",2016,"budburst",86261,132.285714285714,127,21,114,186,72,12
"river birch",2016,"budburst",87754,134.555555555556,130,27,114,203,89,23.5
"river birch",2016,"Colored leaves",86258,296,295,10,278,319,41,28.75
"river birch",2016,"Colored leaves",86259,284.848484848485,289,33,212,325,113,45
"river birch",2016,"Colored leaves",86260,290.903225806452,297,31,249,324,75,29.5
"river birch",2016,"Colored leaves",86261,308.4,312,5,293,319,26,6
"river birch",2016,"Colored leaves",87754,302.75,302.5,8,284,319,35,16
"river birch",2016,"flowers",86258,128.321428571429,130,28,104,160,56,24.5
"river birch",2016,"flowers",86259,129.4,130,35,104,160,56,19
"river birch",2016,"flowers",86260,129.341463414634,130,41,111,155,44,19
"river birch",2016,"flowers",86261,129.833333333333,128.5,18,115,160,45,12.5
"river birch",2016,"flowers",87754,126.769230769231,130,26,101,151,50,22.75
"river birch",2016,"Fruits",86258,153.666666666667,147,3,147,167,20,10
"river birch",2016,"Fruits",86259,162.75,166,8,147,175,28,10.5
"river birch",2016,"Fruits",86260,159,161,15,147,175,28,15
"river birch",2016,"Fruits",86261,147.666666666667,147,3,147,149,2,1
"river birch",2016,"Fruits",87754,157.333333333333,156,6,147,171,24,19.5
"river birch",2016,"Increasing leaf size",86258,155.1875,144,16,132,207,75,29.75
"river birch",2016,"Increasing leaf size",86259,148.473684210526,144,19,130,207,77,17.5
"river birch",2016,"Increasing leaf size",86260,152.827586206897,147,29,125,207,82,23
"river birch",2016,"Increasing leaf size",86261,156.625,149.5,16,130,207,77,26.75
"river birch",2016,"Increasing leaf size",87754,147.210526315789,144,19,130,186,56,19.5
"river birch",2016,"leaf drop",86258,302.285714285714,299,7,284,319,35,17
"river birch",2016,"leaf drop",86259,295.791666666667,298,24,246,325,79,29.75
"river birch",2016,"leaf drop",86260,301.047619047619,302,21,264,324,60,19
"river birch",2016,"leaf drop",86261,309,312,4,293,319,26,6.5
"river birch",2016,"leaf drop",87754,305.333333333333,305.5,6,293,319,26,14.5
"river birch",2016,"leafout",86258,197.25,163.5,36,132,319,187,112.25
"river birch",2016,"leafout",86259,211.623529411765,196,85,119,325,206,121
"river birch",2016,"leafout",86260,210.40625,193.5,96,125,324,199,119.75
"river birch",2016,"leafout",86261,208.347826086957,186,23,130,319,189,119.5
"river birch",2016,"leafout",87754,190.6,167,45,130,319,189,85
"river birch",2016,"Open flowers",86258,127.285714285714,124,7,111,151,40,11.5
"river birch",2016,"Open flowers",86259,131.85,132.5,20,114,151,37,18.25
"river birch",2016,"Open flowers",86260,134.588235294118,133,17,111,155,44,17
"river birch",2016,"Open flowers",86261,142,142,2,133,151,18,9
"river birch",2016,"Open flowers",87754,138.428571428571,142,7,121,151,30,13.5
"river birch",2016,"Pollen release (flowers)",86259,125.181818181818,130,11,114,133,19,14.5
"river birch",2016,"Pollen release (flowers)",86260,137,142,9,120,150,30,11
"river birch",2016,"Pollen release (flowers)",86261,133,133,1,133,133,0,0
"river birch",2016,"Recent fruit or seed drop",86259,170.4,171,5,165,175,10,5
"river birch",2016,"Recent fruit or seed drop",86260,167.111111111111,168,9,161,175,14,9
"river birch",2016,"Recent fruit or seed drop",87754,173,173,1,173,173,0,0
"river birch",2016,"Ripe fruits",86258,165,165,1,165,165,0,0
"river birch",2016,"Ripe fruits",86259,168,168,5,161,175,14,6
"river birch",2016,"Ripe fruits",86260,166.375,166.5,8,161,175,14,7
"river birch",2017,"budburst",86258,113.882352941176,115,17,100,134,34,15
"river birch",2017,"budburst",86259,129.7,120,40,100,191,91,27.75
"river birch",2017,"budburst",86260,133.056603773585,127,53,102,191,89,39
"river birch",2017,"budburst",86261,116.1875,119,16,100,134,34,16.25
"river birch",2017,"budburst",87754,126.454545454545,120,22,101,191,90,23.75
"river birch",2017,"Colored leaves",86258,272.782608695652,271,23,237,342,105,49
"river birch",2017,"Colored leaves",86259,267.558139534884,268,43,204,342,138,55.5
"river birch",2017,"Colored leaves",86260,265.88,266.5,50,180,312,132,46.25
"river birch",2017,"Colored leaves",86261,283.5625,287,16,251,312,61,47.75
"river birch",2017,"Colored leaves",87754,272.8,267,30,237,342,105,52.25
"river birch",2017,"flowers",86258,135.266666666667,123,15,112,302,190,12
"river birch",2017,"flowers",86259,120.894736842105,120,19,103,139,36,10.5
"river birch",2017,"flowers",86260,128.09375,124,32,103,173,70,19.5
"river birch",2017,"flowers",86261,124.5,124,12,112,139,27,9.25
"river birch",2017,"flowers",87754,143.636363636364,131,11,115,302,187,11.5
"river birch",2017,"Fruits",86258,148.615384615385,153,13,120,168,48,21
"river birch",2017,"Fruits",86259,165.647058823529,156,17,134,274,140,21
"river birch",2017,"Fruits",86260,158.30303030303,153,33,120,274,154,19
"river birch",2017,"Fruits",86261,161.764705882353,156,17,100,274,174,25
"river birch",2017,"Fruits",87754,155.1,157.5,10,139,168,29,10
"river birch",2017,"Increasing leaf size",86258,132.461538461538,127,13,119,164,45,16
"river birch",2017,"Increasing leaf size",86259,131.636363636364,127,22,110,191,81,18
"river birch",2017,"Increasing leaf size",86260,136.5,133.5,28,114,185,71,17.25
"river birch",2017,"Increasing leaf size",86261,136.666666666667,137,12,120,164,44,15
"river birch",2017,"Increasing leaf size",87754,138.428571428571,133.5,14,120,191,71,12.75
"river birch",2017,"leaf drop",86258,262.230769230769,253,13,241,302,61,21
"river birch",2017,"leaf drop",86259,269.36,267,25,204,328,124,53
"river birch",2017,"leaf drop",86260,266.032258064516,267,31,180,318,138,36
"river birch",2017,"leaf drop",86261,267.875,262,8,250,302,52,28.25
"river birch",2017,"leaf drop",87754,266.333333333333,253,15,242,302,60,36
"river birch",2017,"leafout",86258,217.568965517241,239.5,58,119,342,223,120.25
"river birch",2017,"leafout",86259,212.104761904762,218,105,108,342,234,125
"river birch",2017,"leafout",86260,210.409448818898,209,127,114,328,214,115
"river birch",2017,"leafout",86261,221.055555555556,241.5,54,120,312,192,114.75
"river birch",2017,"leafout",87754,220.136363636364,241,66,118,342,224,114
"river birch",2017,"Open flowers",86258,128.833333333333,130,6,119,139,20,13.25
"river birch",2017,"Open flowers",86259,121.555555555556,120,9,112,134,22,8
"river birch",2017,"Open flowers",86260,124.882352941176,123,17,112,144,32,12
"river birch",2017,"Open flowers",86261,125.4,126,5,120,134,14,7
"river birch",2017,"Open flowers",87754,129.285714285714,133,7,118,139,21,11.5
"river birch",2017,"Pollen release (flowers)",86258,123.4,120,5,118,134,16,7
"river birch",2017,"Pollen release (flowers)",86259,121.125,118.5,8,117,134,17,3.75
"river birch",2017,"Pollen release (flowers)",86260,123.25,119.5,8,117,134,17,9
"river birch",2017,"Pollen release (flowers)",86261,125,126,5,118,134,16,7
"river birch",2017,"Pollen release (flowers)",87754,124.5,123,4,118,134,16,8.5
"river birch",2017,"Recent fruit or seed drop",86258,164.666666666667,164,3,162,168,6,3
"river birch",2017,"Recent fruit or seed drop",86259,166.2,167,5,162,170,8,4
"river birch",2017,"Recent fruit or seed drop",86260,165.25,164.5,12,158,176,18,7.75
"river birch",2017,"Recent fruit or seed drop",86261,166,166,4,162,170,8,5
"river birch",2017,"Recent fruit or seed drop",87754,169.333333333333,169,6,162,176,14,9.5
"river birch",2017,"Ripe fruits",86258,163.25,163,4,159,168,9,3.75
"river birch",2017,"Ripe fruits",86259,164.6,164,5,159,170,11,6
"river birch",2017,"Ripe fruits",86260,160.333333333333,161,15,143,176,33,10
"river birch",2017,"Ripe fruits",86261,163.166666666667,163,6,156,170,14,7.25
"river birch",2017,"Ripe fruits",87754,164.6,164,5,159,170,11,6
"river birch",2018,"budburst",86258,130.411764705882,130,17,118,148,30,8
"river birch",2018,"budburst",86259,135.771428571429,130,35,114,216,102,20.5
"river birch",2018,"budburst",86260,137.925,130.5,40,114,195,81,25.5
"river birch",2018,"budburst",86261,124.714285714286,124.5,14,118,131,13,3
"river birch",2018,"budburst",87754,129.25,126.5,24,118,148,30,12
"river birch",2018,"Colored leaves",86258,297.571428571429,305,7,278,313,35,23.5
"river birch",2018,"Colored leaves",86259,287.615384615385,287.5,26,251,322,71,39.5
"river birch",2018,"Colored leaves",86260,278.641025641026,280,39,199,313,114,26.5
"river birch",2018,"Colored leaves",86261,282.625,281,24,251,313,62,17.5
"river birch",2018,"Colored leaves",87754,280.117647058824,283,17,251,313,62,35
"river birch",2018,"flowers",86258,133.28,131,25,112,162,50,14
"river birch",2018,"flowers",86259,130.961538461538,128.5,26,114,162,48,14.75
"river birch",2018,"flowers",86260,134.48275862069,125,29,112,272,160,10
"river birch",2018,"flowers",86261,136.387096774194,129,31,112,272,160,14.5
"river birch",2018,"flowers",87754,135.952380952381,133,21,122,162,40,18
"river birch",2018,"Fruits",86258,155.285714285714,158,7,144,162,18,8.5
"river birch",2018,"Fruits",86259,150.947368421053,154,19,125,168,43,18
"river birch",2018,"Fruits",86260,147.931034482759,149,29,124,168,44,20
"river birch",2018,"Fruits",86261,166.2,158,15,125,266,141,18
"river birch",2018,"Fruits",87754,155.222222222222,158,9,140,170,30,14
"river birch",2018,"Increasing leaf size",86258,138.181818181818,136,22,125,165,40,14.25
"river birch",2018,"Increasing leaf size",86259,137.478260869565,134,23,125,165,40,14.5
"river birch",2018,"Increasing leaf size",86260,137.379310344828,133,29,124,165,41,18
"river birch",2018,"Increasing leaf size",86261,137.565217391304,134,23,123,165,42,16.5
"river birch",2018,"Increasing leaf size",87754,139,138,22,125,165,40,16
"river birch",2018,"leaf drop",86258,301.428571428571,308,7,278,315,37,17.5
"river birch",2018,"leaf drop",86259,288.5,290,24,251,322,71,36.75
"river birch",2018,"leaf drop",86260,285.285714285714,283,35,251,315,64,30.5
"river birch",2018,"leaf drop",86261,286.142857142857,283,21,251,316,65,35
"river birch",2018,"leaf drop",87754,286.769230769231,287,13,251,315,64,42
"river birch",2018,"leafout",86258,198.237288135593,165,59,122,316,194,127
"river birch",2018,"leafout",86259,206.858695652174,198,92,122,322,200,122.75
"river birch",2018,"leafout",86260,207.205128205128,197,117,122,316,194,124
"river birch",2018,"leafout",86261,206.542857142857,200,70,122,313,191,133.75
"river birch",2018,"leafout",87754,204.46875,186,64,122,316,194,132.25
"river birch",2018,"Open flowers",86258,138,134,17,122,162,40,17
"river birch",2018,"Open flowers",86259,136.736842105263,133,19,122,165,43,17.5
"river birch",2018,"Open flowers",86260,134.76,130,25,122,162,40,17
"river birch",2018,"Open flowers",86261,136.722222222222,132,18,122,165,43,17.25
"river birch",2018,"Open flowers",87754,138.5,133.5,14,122,165,43,20
"river birch",2018,"Pollen release (flowers)",86258,127.75,128,4,122,133,11,7.25
"river birch",2018,"Pollen release (flowers)",86259,127.428571428571,126,7,122,133,11,5.5
"river birch",2018,"Pollen release (flowers)",86260,126.428571428571,126,7,122,131,9,3
"river birch",2018,"Pollen release (flowers)",86261,129.666666666667,131,3,125,133,8,4
"river birch",2018,"Pollen release (flowers)",87754,132,132,2,131,133,2,1
"river birch",2018,"Recent fruit or seed drop",86258,161.666666666667,162,3,158,165,7,3.5
"river birch",2018,"Recent fruit or seed drop",86259,167.25,167,4,165,170,5,2.75
"river birch",2018,"Recent fruit or seed drop",86260,161.888888888889,162,9,157,168,11,6
"river birch",2018,"Recent fruit or seed drop",86261,163.166666666667,163.5,6,156,170,14,8.25
"river birch",2018,"Recent fruit or seed drop",87754,166.25,166.5,4,162,170,8,4.25
"river birch",2018,"Ripe fruits",86258,158.666666666667,158,3,156,162,6,3
"river birch",2018,"Ripe fruits",86259,162.666666666667,163.5,6,156,168,12,6
"river birch",2018,"Ripe fruits",86260,161.444444444444,161,9,157,168,11,4
"river birch",2018,"Ripe fruits",86261,161.666666666667,161.5,6,156,168,12,5.5
"river birch",2018,"Ripe fruits",87754,167.666666666667,168,3,165,170,5,2.5
"river birch",2019,"budburst",86258,123.55,124.5,20,107,157,50,11.75
"river birch",2019,"budburst",86259,130.234042553192,127,47,107,195,88,21
"river birch",2019,"budburst",86260,130.535714285714,128.5,56,107,195,88,27
"river birch",2019,"budburst",86261,127.78125,125.5,32,107,159,52,21
"river birch",2019,"budburst",87754,126.55,125.5,40,110,157,47,19
"river birch",2019,"Colored leaves",86258,288.322580645161,286,31,251,315,64,23
"river birch",2019,"Colored leaves",86259,272,276,63,175,321,146,40.5
"river birch",2019,"Colored leaves",86260,274.859375,278.5,64,195,319,124,35.25
"river birch",2019,"Colored leaves",86261,279.133333333333,279,45,239,315,76,29
"river birch",2019,"Colored leaves",87754,279.173913043478,279,46,239,315,76,33.75
"river birch",2019,"flowers",86258,129.041666666667,126,24,109,157,48,24.75
"river birch",2019,"flowers",86259,133.111111111111,130,45,109,172,63,22
"river birch",2019,"flowers",86260,132.615384615385,131,65,103,255,152,25
"river birch",2019,"flowers",86261,132.128205128205,135,39,107,158,51,21.5
"river birch",2019,"flowers",87754,133.148148148148,131,27,110,168,58,17.5
"river birch",2019,"Fruits",86258,158.2,159,5,155,160,5,3
"river birch",2019,"Fruits",86259,165.916666666667,161.5,24,146,188,42,19.25
"river birch",2019,"Fruits",86260,158.586206896552,159,29,124,188,64,22
"river birch",2019,"Fruits",86261,174,159,11,141,276,135,20
"river birch",2019,"Fruits",87754,161,159.5,4,157,168,11,3.5
"river birch",2019,"Increasing leaf size",86258,137.789473684211,138,19,124,159,35,13.5
"river birch",2019,"Increasing leaf size",86259,140.121951219512,138,41,115,191,76,20
"river birch",2019,"Increasing leaf size",86260,140.942307692308,138,52,117,191,74,18.5
"river birch",2019,"Increasing leaf size",86261,137.655172413793,138,29,115,159,44,14
"river birch",2019,"Increasing leaf size",87754,138.928571428571,138,28,125,159,34,14
"river birch",2019,"leaf drop",86258,289.9,287,30,251,321,70,29
"river birch",2019,"leaf drop",86259,275.403225806452,277.5,62,195,331,136,41.75
"river birch",2019,"leaf drop",86260,273.730158730159,279,63,173,321,148,37
"river birch",2019,"leaf drop",86261,282.906976744186,282,43,249,321,72,36
"river birch",2019,"leaf drop",87754,284,282,45,246,331,85,37
"river birch",2019,"leafout",86258,217.772727272727,223,88,124,315,191,121
"river birch",2019,"leafout",86259,204.538461538462,189,143,115,321,206,113.5
"river birch",2019,"leafout",86260,201.335443037975,181,158,116,319,203,114.75
"river birch",2019,"leafout",86261,211.320754716981,214,106,115,315,200,114.5
"river birch",2019,"leafout",87754,212.092783505155,216,97,124,315,191,125
"river birch",2019,"Open flowers",86258,139.5,138,4,125,157,32,26
"river birch",2019,"Open flowers",86259,133.08,131,25,111,178,67,18
"river birch",2019,"Open flowers",86260,136.441176470588,135,34,114,159,45,19
"river birch",2019,"Open flowers",86261,141.5,138,16,126,157,31,11.25
"river birch",2019,"Open flowers",87754,140.125,138,8,128,150,22,10.75
"river birch",2019,"Pollen release (flowers)",86259,131.2,125.5,10,115,178,63,3.75
"river birch",2019,"Pollen release (flowers)",86260,133.769230769231,131,13,125,158,33,11
"river birch",2019,"Pollen release (flowers)",86261,145.25,142.5,4,138,158,20,11.75
"river birch",2019,"Pollen release (flowers)",87754,147,147,1,147,147,0,0
"river birch",2019,"Recent fruit or seed drop",86258,160,160,1,160,160,0,0
"river birch",2019,"Recent fruit or seed drop",86259,174.5,174,8,163,181,18,6
"river birch",2019,"Recent fruit or seed drop",86260,167.363636363636,172,11,145,181,36,14.5
"river birch",2019,"Recent fruit or seed drop",86261,181,181,1,181,181,0,0
"river birch",2019,"Ripe fruits",86259,172.125,172.5,8,163,181,18,8
"river birch",2019,"Ripe fruits",86260,164.928571428571,161.5,14,142,209,67,12
"river birch",2019,"Ripe fruits",87754,160,160,1,160,160,0,0
"river birch",2020,"budburst",86258,135,137,9,126,144,18,12
"river birch",2020,"budburst",86259,133.5,128,14,120,162,42,7.75
"river birch",2020,"budburst",86260,150.75,151,36,126,183,57,33.25
"river birch",2020,"budburst",86261,128.4,128,5,126,134,8,2
"river birch",2020,"budburst",87754,133.214285714286,135.5,14,112,147,35,13.25
"river birch",2020,"Colored leaves",86258,294,302,5,278,306,28,28
"river birch",2020,"Colored leaves",86259,279.744186046512,295,43,180,329,149,57.5
"river birch",2020,"Colored leaves",86260,268.634615384615,274.5,52,180,319,139,68
"river birch",2020,"Colored leaves",86261,295.923076923077,302,13,271,313,42,28
"river birch",2020,"Colored leaves",87754,272.625,278,8,220,306,86,44.75
"river birch",2020,"flowers",86258,123.923076923077,128,13,85,144,59,17
"river birch",2020,"flowers",86259,130.705882352941,128,17,120,142,22,12
"river birch",2020,"flowers",86260,131.88,133,25,120,147,27,13
"river birch",2020,"flowers",86261,129,126,11,120,140,20,12.5
"river birch",2020,"flowers",87754,130.1,127,10,120,144,24,14.75
"river birch",2020,"Fruits",86258,163.666666666667,164,3,160,167,7,3.5
"river birch",2020,"Fruits",86259,159.5,163,10,140,169,29,10.75
"river birch",2020,"Fruits",86260,160.72,162,25,140,175,35,13
"river birch",2020,"Fruits",86261,171.444444444444,169,9,160,187,27,8
"river birch",2020,"Fruits",87754,158.285714285714,164,7,140,169,29,17.5
"river birch",2020,"Increasing leaf size",86258,141.444444444444,140,9,133,160,27,7
"river birch",2020,"Increasing leaf size",86259,143.5,140,12,133,169,36,10
"river birch",2020,"Increasing leaf size",86260,144.375,140.5,16,133,169,36,9.5
"river birch",2020,"Increasing leaf size",86261,137,138,5,133,140,7,6
"river birch",2020,"Increasing leaf size",87754,145.636363636364,140,11,134,164,30,14.5
"river birch",2020,"leaf drop",86258,301.5,304,6,278,324,46,33.25
"river birch",2020,"leaf drop",86259,281.285714285714,297,42,180,336,156,55.75
"river birch",2020,"leaf drop",86260,272.7,279,50,180,322,142,65.5
"river birch",2020,"leaf drop",86261,298.8,305,15,271,321,50,25
"river birch",2020,"leaf drop",87754,283.3,290,10,220,324,104,28
"river birch",2020,"leafout",86258,208.135135135135,213,37,128,306,178,92
"river birch",2020,"leafout",86259,232.573170731707,236.5,82,128,329,201,119.75
"river birch",2020,"leafout",86260,217.245614035088,213,114,128,319,191,105.5
"river birch",2020,"leafout",86261,217.630434782609,213,46,128,313,185,100.25
"river birch",2020,"leafout",87754,202.219512195122,189,41,126,306,180,94
"river birch",2020,"Open flowers",86258,137.166666666667,138.5,6,128,144,16,5.25
"river birch",2020,"Open flowers",86259,132.181818181818,133,11,126,142,16,11
"river birch",2020,"Open flowers",86260,134.6875,133.5,16,126,147,21,11.25
"river birch",2020,"Open flowers",86261,133.6,134,5,126,140,14,12
"river birch",2020,"Open flowers",87754,137.2,140,5,128,144,16,6
"river birch",2020,"Pollen release (flowers)",86258,135,135,2,133,137,4,2
"river birch",2020,"Pollen release (flowers)",86259,137,137,6,133,142,9,6.75
"river birch",2020,"Pollen release (flowers)",86260,134.5,134.5,8,126,142,16,8.75
"river birch",2020,"Pollen release (flowers)",86261,138,140,3,134,140,6,3
"river birch",2020,"Recent fruit or seed drop",86258,167,167,1,167,167,0,0
"river birch",2020,"Recent fruit or seed drop",86259,168,168,3,167,169,2,1
"river birch",2020,"Recent fruit or seed drop",86260,168.181818181818,168,11,160,175,15,3.5
"river birch",2020,"Recent fruit or seed drop",86261,172.6,169,5,167,184,17,7
"river birch",2020,"Ripe fruits",86259,168.25,168.5,4,167,169,2,1.25
"river birch",2020,"Ripe fruits",86260,167.785714285714,168,14,160,175,15,2.75
"river birch",2020,"Ripe fruits",86261,174.142857142857,169,7,167,187,20,11
"shagbark hickory",2016,"budburst",86268,131,131,3,130,132,2,1
"shagbark hickory",2016,"budburst",86269,131,131,3,130,132,2,1
"shagbark hickory",2016,"budburst",86270,122.727272727273,124,11,110,132,22,10.5
"shagbark hickory",2016,"budburst",86271,131,131,3,130,132,2,1
"shagbark hickory",2016,"budburst",86272,132,132,1,132,132,0,0
"shagbark hickory",2016,"Colored leaves",86268,292.6,289,5,284,306,22,14
"shagbark hickory",2016,"Colored leaves",86269,297,299,5,285,306,21,17
"shagbark hickory",2016,"Colored leaves",86270,294.75,294,4,285,306,21,12.75
"shagbark hickory",2016,"Colored leaves",86271,292.333333333333,297,9,264,306,42,8
"shagbark hickory",2016,"Colored leaves",86272,298.727272727273,297,11,285,316,31,5.5
"shagbark hickory",2016,"flowers",86268,148.714285714286,149,7,142,156,14,7
"shagbark hickory",2016,"flowers",86269,149.833333333333,149.5,6,143,156,13,5.5
"shagbark hickory",2016,"flowers",86270,139.7,142.5,10,127,150,23,14.5
"shagbark hickory",2016,"flowers",86271,147.25,148,4,143,150,7,3.25
"shagbark hickory",2016,"flowers",86272,150,149.5,6,144,156,12,5.5
"shagbark hickory",2016,"Fruits",86268,153.333333333333,154,3,150,156,6,3
"shagbark hickory",2016,"Fruits",86270,158.4,156,5,150,166,16,12
"shagbark hickory",2016,"Fruits",86271,297,297,3,297,297,0,0
"shagbark hickory",2016,"Fruits",86272,213.6,175.5,10,150,297,147,131.25
"shagbark hickory",2016,"Increasing leaf size",86268,146.666666666667,147,3,143,150,7,3.5
"shagbark hickory",2016,"Increasing leaf size",86269,146.666666666667,147,3,143,150,7,3.5
"shagbark hickory",2016,"Increasing leaf size",86270,140.333333333333,142.5,6,132,147,15,7.75
"shagbark hickory",2016,"Increasing leaf size",86271,146.4,147,5,142,150,8,7
"shagbark hickory",2016,"Increasing leaf size",86272,146,145.5,4,143,150,7,4
"shagbark hickory",2016,"leaf drop",86268,304,302.5,4,295,316,21,10.5
"shagbark hickory",2016,"leaf drop",86269,304,302.5,4,295,316,21,10.5
"shagbark hickory",2016,"leaf drop",86270,307,306,3,299,316,17,8.5
"shagbark hickory",2016,"leaf drop",86271,294.555555555556,297,9,284,306,22,8
"shagbark hickory",2016,"leaf drop",86272,300.111111111111,297,9,295,316,21,2
"shagbark hickory",2016,"leafout",86268,201.076923076923,154,13,131,306,175,138
"shagbark hickory",2016,"leafout",86269,228.545454545455,273,11,147,306,159,142
"shagbark hickory",2016,"leafout",86270,179.916666666667,154.5,24,127,306,179,42.75
"shagbark hickory",2016,"leafout",86271,230.5625,279,16,143,306,163,147
"shagbark hickory",2016,"leafout",86272,236.227272727273,271,22,144,306,162,138.5
"shagbark hickory",2016,"Open flowers",86268,150,150,2,150,150,0,0
"shagbark hickory",2016,"Open flowers",86269,146.25,146.5,4,142,150,8,7.25
"shagbark hickory",2016,"Open flowers",86270,146,145.5,4,143,150,7,4
"shagbark hickory",2016,"Open flowers",86271,149.5,149.5,2,149,150,1,0.5
"shagbark hickory",2016,"Open flowers",86272,149.166666666667,150,6,142,156,14,8.25
"shagbark hickory",2016,"Pollen release (flowers)",86268,150,150,1,150,150,0,0
"shagbark hickory",2016,"Pollen release (flowers)",86269,150,150,1,150,150,0,0
"shagbark hickory",2016,"Pollen release (flowers)",86270,146.4,147,5,142,150,8,5
"shagbark hickory",2016,"Pollen release (flowers)",86272,150,150,1,150,150,0,0
"shagbark hickory",2016,"Recent fruit or seed drop",86268,273,273,1,273,273,0,0
"shagbark hickory",2016,"Recent fruit or seed drop",86272,285,285,3,273,297,24,12
"shagbark hickory",2016,"Ripe fruits",86271,297,297,3,297,297,0,0
"shagbark hickory",2016,"Ripe fruits",86272,291.2,297,5,268,297,29,0
"shagbark hickory",2017,"budburst",86268,120.48275862069,120,29,102,141,39,12
"shagbark hickory",2017,"budburst",86269,116.241379310345,118,29,97,141,44,17
"shagbark hickory",2017,"budburst",86270,117.027777777778,117.5,36,97,141,44,15
"shagbark hickory",2017,"budburst",86271,118,118,25,100,141,41,12
"shagbark hickory",2017,"budburst",86272,118.379310344828,120,29,97,141,44,19
"shagbark hickory",2017,"Colored leaves",86268,287.541666666667,289,24,253,313,60,25.5
"shagbark hickory",2017,"Colored leaves",86269,285.526315789474,286,19,253,312,59,26.5
"shagbark hickory",2017,"Colored leaves",86270,288.875,291,24,253,318,65,26.75
"shagbark hickory",2017,"Colored leaves",86271,286.730769230769,287,26,253,322,69,28.25
"shagbark hickory",2017,"Colored leaves",86272,287.5,291,22,253,313,60,32.75
"shagbark hickory",2017,"flowers",86268,137.2,135,25,118,162,44,28
"shagbark hickory",2017,"flowers",86269,136.807692307692,134.5,26,118,162,44,27.5
"shagbark hickory",2017,"flowers",86270,134.966666666667,133.5,30,113,162,49,29
"shagbark hickory",2017,"flowers",86271,137.04,135,25,113,162,49,27
"shagbark hickory",2017,"flowers",86272,141.375,141,24,120,162,42,21
"shagbark hickory",2017,"Fruits",86268,241.372093023256,242,43,173,302,129,42.5
"shagbark hickory",2017,"Fruits",86269,241.475,243.5,40,173,301,128,40.75
"shagbark hickory",2017,"Fruits",86270,240.130434782609,241.5,46,166,325,159,55.5
"shagbark hickory",2017,"Fruits",86271,240.767441860465,245,43,173,301,128,55
"shagbark hickory",2017,"Fruits",86272,233.289473684211,238.5,38,161,288,127,41.75
"shagbark hickory",2017,"Increasing leaf size",86268,135,134,19,118,161,43,15.5
"shagbark hickory",2017,"Increasing leaf size",86269,135,134,19,118,161,43,15.5
"shagbark hickory",2017,"Increasing leaf size",86270,133.5,133.5,22,117,161,44,16.25
"shagbark hickory",2017,"Increasing leaf size",86271,135,134,19,118,161,43,15.5
"shagbark hickory",2017,"Increasing leaf size",86272,136.75,135.5,20,118,161,43,16.25
"shagbark hickory",2017,"leaf drop",86268,287.058823529412,288,17,253,322,69,31
"shagbark hickory",2017,"leaf drop",86269,270,255,5,253,301,48,35
"shagbark hickory",2017,"leaf drop",86270,288.133333333333,290,15,253,322,69,31.5
"shagbark hickory",2017,"leaf drop",86271,287.176470588235,288,17,253,322,69,23
"shagbark hickory",2017,"leaf drop",86272,283.166666666667,289,12,253,306,53,31
"shagbark hickory",2017,"leafout",86268,215.279069767442,228.5,86,118,322,204,119.5
"shagbark hickory",2017,"leafout",86269,207.506666666667,218,75,118,312,194,101.5
"shagbark hickory",2017,"leafout",86270,207.712765957447,209,94,117,322,205,118
"shagbark hickory",2017,"leafout",86271,215.779069767442,225,86,118,322,204,117
"shagbark hickory",2017,"leafout",86272,209.26582278481,221,79,118,313,195,101.5
"shagbark hickory",2017,"Open flowers",86268,137.625,137,8,120,153,33,12
"shagbark hickory",2017,"Open flowers",86269,137.625,137,8,120,153,33,12
"shagbark hickory",2017,"Open flowers",86270,136.666666666667,135.5,12,120,153,33,9
"shagbark hickory",2017,"Open flowers",86271,137.625,137,8,120,153,33,12
"shagbark hickory",2017,"Open flowers",86272,141.7,141,10,120,153,33,15.25
"shagbark hickory",2017,"Pollen release (flowers)",86268,134,134,1,134,134,0,0
"shagbark hickory",2017,"Pollen release (flowers)",86269,133.5,133.5,2,133,134,1,0.5
"shagbark hickory",2017,"Pollen release (flowers)",86270,134,134,1,134,134,0,0
"shagbark hickory",2017,"Pollen release (flowers)",86271,228,228,2,134,322,188,94
"shagbark hickory",2017,"Pollen release (flowers)",86272,143.5,143.5,2,134,153,19,9.5
"shagbark hickory",2017,"Recent fruit or seed drop",86268,279.4,280,25,245,322,77,23
"shagbark hickory",2017,"Recent fruit or seed drop",86269,271.833333333333,271,18,245,301,56,31.25
